frame,vx_sp_ma,vy_sp_ma,vz_sp_ma
122,0.39124448343820933,-0.20650636552698365,0.08883955674781722
123,0.3949105298991205,-0.21285190614157026,0.06967571094477332
124,0.39293651225065224,-0.2134024164861533,0.050133958882370246
125,0.3951052710864672,-0.21125906153667504,0.036014160925662585
126,0.39897758261854666,-0.21241149205814114,0.02733055537600859
127,0.39603786877551883,-0.2158859097156519,0.025871005756762967
128,0.3934414277083987,-0.2198467434943836,0.02176239754386253
129,0.39175775380530703,-0.22193335224229568,0.031054732650035638
130,0.3889493677707885,-0.21970914196996733,0.045020382021708924
131,0.38738467034267776,-0.21851720952626663,0.057960301663790285
132,0.3854265513309894,-0.21843580813371116,0.06780283206372992
133,0.3864380828898287,-0.21718939754478675,0.07813078254675371
134,0.38824503962634027,-0.21893364953549252,0.08385652990922242
135,0.39095426906398073,-0.2195562849694571,0.09181600654910486
136,0.3900395155224813,-0.22079306926804915,0.09162249169885045
137,0.39780786405204827,-0.22235654398507598,0.07886285207716505
138,0.40195017382044423,-0.2232184456931701,0.06506481371045908
139,0.4066637243033807,-0.22447842334354468,0.055033241749611383
140,0.4049439373106188,-0.22220467909778324,0.04584013674398777
141,0.3997156317662216,-0.22015489767540794,0.03391192400996715
142,0.3949559031317758,-0.22187193731463353,0.022835637965922927
143,0.3969584627346702,-0.22145344555595142,0.01339219542223973
144,0.3922338761192357,-0.21529387336836436,0.023970216453773237
145,0.3937040828139361,-0.2110629252707369,0.03613453871713754
146,0.3927569484411895,-0.21378804235586543,0.0451664065814004
147,0.39108650167957915,-0.21160760049760796,0.05047267332373235
148,0.3966052445402245,-0.20652396646300475,0.053619123322094446
149,0.3953993129842366,-0.20623013222895614,0.061096531323032804
150,0.3939448696320746,-0.21254736439488267,0.05959011424480515
151,0.39554454132234096,-0.22217481025516894,0.04629204521979652
152,0.39686701959707305,-0.22605184726872624,0.02790279506856075
153,0.40252818338738744,-0.22207805903295183,0.012729812929773265
154,0.4103161699581514,-0.2154583538512507,0.002408138830565622
155,0.4130085910196671,-0.2112809466908367,-0.003917464741607611
156,0.4139340420964224,-0.21499435674051498,-0.01669796352794186
157,0.413581020873309,-0.21921517938320353,-0.019001061635652336
158,0.40871810969018346,-0.22427727543073156,-0.0011736641501668829
159,0.40379767380801745,-0.22609544392648806,0.019925121195483862
160,0.4029593441975592,-0.2195548632696912,0.038184439347105206
161,0.4088688019172238,-0.20710664208353427,0.05320039796442944
162,0.41535185617127585,-0.19592103164922592,0.06680101072343415
163,0.4158047739888687,-0.19397230775035654,0.07716046117200698
164,0.41067500639735566,-0.20107261389211228,0.09248234703342756
165,0.4060648282097627,-0.20883704188892388,0.0902863283275721
166,0.3990025571843875,-0.2256643695086789,0.07168713412401301
167,0.394450041182526,-0.23320755141999028,0.0512762495041437
168,0.3932607553204307,-0.23228861933797113,0.03241197300690551
169,0.39460075195132227,-0.2319352761924245,0.01979691957518954
170,0.39732799887489945,-0.23051539328585055,0.008235033995138072
171,0.3965120414299219,-0.23155989301034624,-0.009989197385418227
172,0.39531426251338425,-0.23194073288977712,-0.023545824954144378
173,0.3895424536281986,-0.22673930643743379,-0.011100202872515605
174,0.35780478029473517,-0.2308336088603927,0.0047625773209508376
175,0.3030967917603704,-0.2588192917353167,0.022982852775871282
176,0.22146624468466092,-0.28720482265152186,0.032015850240534265
177,0.1268009152457395,-0.29154654389021145,0.04223268731626821
178,0.041165614177024044,-0.26404620054087213,0.058149692302914946
179,-0.021080561526418018,-0.21170887233779456,0.07497630367461053
180,-0.0551215797519292,-0.15037557708709756,0.05870165301123478
181,-0.06610071719634214,-0.10558286524262986,0.03852478802214002
182,-0.05957929059282806,-0.07695496020203425,0.017719747674806833
183,-0.048807108173374095,-0.07523130797155103,0.00044721168395883936
184,-0.04328901063208344,-0.08955644701158366,-0.01668615666716823
185,-0.05443536598487539,-0.110697892481927,-0.03386925499845137
186,-0.08041296708159928,-0.1267720328621599,-0.05059125264001274
187,-0.12201381606531907,-0.1390872654680658,-0.03521845443435609
188,-0.17328481452082167,-0.14930081107209928,-0.018276616472430347
189,-0.21786555922727904,-0.16435248542227954,-0.0005502141602191628
190,-0.23015589877511972,-0.19373207279512228,0.01845796249173723
191,-0.21044203140000117,-0.23952186270765757,0.03716023967437661
192,-0.1755063091480466,-0.28202497311224656,0.05347232082460034
193,-0.15474681788189928,-0.3103132096079503,0.07031463474972653
194,-0.1597339265057489,-0.32287553172549993,0.0735099075196258
195,-0.1775413146187161,-0.321840267541308,0.06854644236140799
196,-0.20307977450940737,-0.31597830320655446,0.06229613171767154
197,-0.2262009397489369,-0.3076882133969313,0.05675452882629856
198,-0.24034869598114889,-0.3064729816491061,0.05409220132736993
199,-0.2403031477446867,-0.3159001546181229,0.04947844241877913
200,-0.2317957502061614,-0.33892789751499175,0.0445024176992507
201,-0.21296574022515735,-0.35931093533095004,0.04052723384116092
202,-0.20041796070761803,-0.37141431659328455,0.03868711936860077
203,-0.19490199683893583,-0.37275884304447604,0.0384540527775651
204,-0.19855621674720436,-0.37643964771634103,0.03877334196443247
205,-0.20734052710608034,-0.3789519547195778,0.04142979879604611
206,-0.2150808574160644,-0.37894218222237913,0.043955689219067395
207,-0.21537351133799257,-0.3773751755543396,0.04675115609867558
208,-0.21268643690587583,-0.3834713839665998,0.048787420485392224
209,-0.20991482116860127,-0.38899437688154564,0.05079838075620534
210,-0.20809703412758865,-0.39725793249167607,0.05018310134351313
211,-0.2033558853831317,-0.40267758189943276,0.05089397552437894
212,-0.20185228970332256,-0.40578713565768615,0.04796565489577298
213,-0.20407130717018865,-0.4031108838093244,0.04551768719124123
214,-0.21039053870354146,-0.40162029972147123,0.04457626426583036
215,-0.21546082645349993,-0.39641477790145174,0.04242050677996535
216,-0.2133328749381414,-0.39810876602673473,0.03928586363241805
217,-0.20815521695537983,-0.39496935979639336,0.03987904511352895
218,-0.20922429462493713,-0.38837309969178274,0.04116269394976173
219,-0.20731753431681557,-0.3884790025372709,0.03967175024730057
220,-0.2000423184279907,-0.3888075299545396,0.041166275849809364
221,-0.19349228216539113,-0.3892402109698279,0.04706879983363558
222,-0.18822878417781122,-0.3919535194598093,0.05357125092133258
223,-0.18667809034299038,-0.3948036820333356,0.06061190887138089
224,-0.18951028805765055,-0.3946283031684525,0.06837730488698843
225,-0.19371318270613133,-0.3938678818761098,0.07647828195620349
226,-0.1966300563394447,-0.39012386614628186,0.08372689750602436
227,-0.19773670145373878,-0.3867536806352245,0.08947939473386704
228,-0.19774704027597062,-0.38295767299049854,0.0930461962717586
229,-0.19802516003225815,-0.3823429912372966,0.0908195833207689
230,-0.19976765496600468,-0.3822751321816112,0.07161225054894006
231,-0.20040746797476575,-0.38878957377325957,0.0534057420171547
232,-0.19891739362909613,-0.39533260767800066,0.03954481810760025
233,-0.19522806281058513,-0.40056827838914727,0.02954698867010178
234,-0.1966294130383654,-0.40909760493426517,0.016518858800229973
235,-0.19648323555515243,-0.4131872482765512,0.005170700428891918
236,-0.19716486972890124,-0.41655950056205315,0.011363799072482066
237,-0.19064022789745666,-0.417498176362909,0.03206060175183997
238,-0.17996002277673212,-0.4165810327497183,0.05241014224197609
239,-0.17169979174608418,-0.41639551750636367,0.06899559398073264
240,-0.17355766213841822,-0.41226331655772314,0.078763467014652
241,-0.18026625626520565,-0.4074321399621588,0.09347664498654926
242,-0.19599288377509572,-0.3995279110890811,0.10565098816357388
243,-0.20779442953039617,-0.3931066779258272,0.08937038644591294
244,-0.21749597603268134,-0.3952919428005223,0.07349401171200903
245,-0.22115354911146706,-0.395978745013879,0.06027655962111464
246,-0.21914312130496522,-0.39847070703727416,0.04838099826147085
247,-0.216479451776273,-0.4022739724737296,0.03524860317737534
248,-0.21384532266550021,-0.40254523498664146,0.02344576357660166
249,-0.2121693992296075,-0.40411291762024726,0.023980690708214222
250,-0.2080688516612517,-0.40048254848504206,0.033640523427895704
251,-0.20362666254968698,-0.3945532528560822,0.04105747156688947
252,-0.20347580265296292,-0.3903955066244832,0.049385152144245034
253,-0.2084924509530532,-0.38415303602274076,0.056939863583662605
254,-0.2132216494656243,-0.38288044304748375,0.05941109896119668
255,-0.21846888721510194,-0.38700314624983484,0.061635057437464356
256,-0.21675635914184652,-0.3928049758559051,0.05476235878435118
257,-0.2145604479200398,-0.4015066500139464,0.050274729694640155
258,-0.20908733427527323,-0.40832327930541096,0.04141108465112348
259,-0.2068633603328866,-0.4151747686108915,0.033655940861329725
260,-0.20643176760449974,-0.4218334138986881,0.027250224341045296
261,-0.20259043681256972,-0.42378296080432,0.026224634959275857
262,-0.199680738737876,-0.42239064811820015,0.02667423615671948
263,-0.20154398576979526,-0.4198020375321711,0.02942574357783307
264,-0.2025962656554687,-0.4189472210169135,0.03486213976068182
265,-0.20202894078754383,-0.4141041713406677,0.044198239519083055
266,-0.20316536829100165,-0.4078424662820505,0.05365038719876346
267,-0.2046184603109124,-0.4048253207736949,0.06106532714845461
268,-0.20634375729419502,-0.3991836428035507,0.06683965877537411
269,-0.2085555600967976,-0.3741760256507742,0.07320509254577567
270,-0.22912683131076228,-0.32289503382986134,0.07810803801211788
271,-0.2595815548475992,-0.249948823823318,0.06585207204093867
272,-0.2793429137058477,-0.16624670602297698,0.05224895542707617
273,-0.2755293738749747,-0.07509869907837251,0.047859793576014435
274,-0.2355931741130819,0.005885580236826518,0.0375237138405099
275,-0.17583132378813074,0.05585476751993822,0.02659853103632257
276,-0.12321534651290209,0.08024006681347176,0.017152674564439755
277,-0.0843407853174817,0.0885512615856047,0.007913306955498493
278,-0.06420965113160323,0.0865223152027982,0.003606930978687469
279,-0.07256707751787456,0.0830534930828275,0.007273697057851977
280,-0.09460118846384985,0.07711777277971797,0.006066949095167915
281,-0.121203234823326,0.08396930992143214,0.00844460582115899
282,-0.13884904802780718,0.10987378375020856,0.011880622339784624
283,-0.15716155967586196,0.14806530791558903,0.015153808078286635
284,-0.1777457639549419,0.1888192484960686,0.01181849221261387
285,-0.20194382909772468,0.22319921215929378,0.006681305910086111
286,-0.22742324931664196,0.2332015398073141,-0.005534001554419703
287,-0.25703924077982904,0.22309454386458594,-0.014146547770977024
288,-0.28749442259977476,0.19432191203442128,-0.018612964801902915
289,-0.31649218492462056,0.16814570664019948,-0.025951159888106035
290,-0.33240263406484616,0.154080547045794,-0.03296388714455476
291,-0.33644120112398634,0.1590205205785272,-0.033519440515538235
292,-0.3268262792797463,0.1772058763409315,-0.03031243609862687
293,-0.31638584323597935,0.20074296709208211,-0.02713984369707711
294,-0.31224011767602644,0.2186791314933641,-0.02312632598784092
295,-0.3153169368104686,0.23324463616213778,-0.019365856834759276
296,-0.32506782371354664,0.23241308844953248,-0.011873727446933113
297,-0.33938978941257464,0.21983975719445398,-0.003672489658759524
298,-0.35176549422644726,0.2029568414777743,0.004587897842682477
299,-0.3619493452090986,0.1897311017174916,0.008864858708462325
300,-0.3694431409408518,0.1862085191842589,0.013825827847466023
301,-0.37119786426423024,0.1929221220739045,0.01785907007221108
302,-0.36503976049489867,0.20615937944345752,0.019093822539942393
303,-0.36686649047389047,0.21423117586098248,0.016578262400457736
304,-0.367075241235305,0.21630705954290966,0.015083502628773553
305,-0.370883430187802,0.21627163844883693,0.011543746359934631
306,-0.3778045295776569,0.21185520290649948,0.009743235964207904
307,-0.3776222208722062,0.20839849455399748,0.00563630353378686
308,-0.37687035066692415,0.20240312618992182,0.0032841972244306832
309,-0.3811870400235981,0.19791027901453406,0.003472375470095634
310,-0.37209959295827916,0.20022551706202912,0.003942411979023698
311,-0.3680141526602491,0.20329435942498875,0.005476440293383543
312,-0.3656867481908103,0.2062624397886684,0.005338343218120458
313,-0.3688441610823251,0.20686175188703299,0.0069894578911901244
314,-0.3709012052155444,0.19966807516565424,0.008331242845080737
315,-0.3784443776247759,0.1917895209287003,0.00847413546441416
316,-0.3794285152415046,0.18633223946885813,0.005095435649225097
317,-0.3812197425222353,0.19283161328597048,0.0025465483532803278
318,-0.37709998966879876,0.19859759413256517,-0.0021635009338408506
319,-0.37433001636231267,0.20171384039942572,-0.007822512606994075
320,-0.37177618528327144,0.2033805537820986,-0.012716335892000587
321,-0.3758293058139476,0.20847843538536365,-0.015646150129832056
322,-0.3776130891391458,0.20669906741166785,-0.013437709821329288
323,-0.3810988139813059,0.2037184895860754,-0.004956970850269813
324,-0.3810371094966732,0.20357578993594824,0.004665068848598769
325,-0.3817777608397577,0.2044047112173121,0.012879381921642293
326,-0.3809413789740301,0.20103763143231249,0.018958008271442773
327,-0.38212221186931694,0.19713166780285846,0.02375332022987792
328,-0.37752771069290764,0.19495934105136192,0.032631692236201604
329,-0.3735746067537855,0.197338636477164,0.030529163452755793
330,-0.3741281924536341,0.20064727886356845,0.019997154895070333
331,-0.3718187986219737,0.2019828673776584,0.010885027544295305
332,-0.36900152046510215,0.208774870147471,-0.0011579493297668548
333,-0.3714541690135565,0.20735891384205854,-0.009727820816907595
334,-0.3727535044119098,0.20989742645117215,-0.016929428888725527
335,-0.3770870196756492,0.20766891622411504,-0.02667946282720666
336,-0.384117504485444,0.1997136908938592,-0.026788255056381213
337,-0.3855296825389269,0.1927023902659208,-0.018507808579021012
338,-0.38546663762265987,0.19021165979891463,-0.007388501463301231
339,-0.38578476960853825,0.1896552533147069,0.005287794321995896
340,-0.3871061106930499,0.1970481547117149,0.01469809296882682
341,-0.38077429931052637,0.20590016360765906,0.023386137000608362
342,-0.37735672054495384,0.21472730452028413,0.03343632859229462
343,-0.3780234304869896,0.2146055302068326,0.03588146907004489
344,-0.3823170319921251,0.20623954931434,0.035602384243605546
345,-0.38963445703144006,0.1962975485095567,0.022943471318520738
346,-0.3938837287130895,0.19061839800543245,0.008246977525176788
347,-0.39287213274152494,0.193125724107741,-0.004975519404823035
348,-0.3883379671684166,0.19807212355550888,-0.011583726986253306
349,-0.38862989494550104,0.2014984261909648,-0.02282789236786862
350,-0.3926429195455091,0.20646837189375153,-0.036134238814862815
351,-0.39985997664478123,0.20827452622359802,-0.03351792451189674
352,-0.4026350874597235,0.2030113848985022,-0.01966183298029892
353,-0.4090689431533793,0.1901592780710396,-0.003797862704748539
354,-0.4124624113861139,0.17843174324936828,0.009478294388451724
355,-0.4123384498243015,0.17769094631938717,0.020787300834037653
356,-0.40290390599838816,0.18734165198035935,0.03461198829863144
357,-0.3899737478885302,0.19828275280251922,0.047245892912483996
358,-0.37811155786601486,0.2091190175636719,0.034651518865626264
359,-0.37370807875171413,0.21260132860015601,0.022461239064864486
360,-0.37557696817663033,0.2062583902798876,0.011928032079572982
361,-0.3777761477948394,0.2026939932046867,0.0020533204474218335
362,-0.38099646076793997,0.20394889864500168,-0.008394372378269371
363,-0.38109516087935497,0.20720466074757907,-0.019488116960387318
364,-0.3827747844458601,0.21444810628585104,-0.031190695085980102
365,-0.3814290725650806,0.21740768200229335,-0.03099375459101135
366,-0.38499670549727005,0.2149001268922775,-0.027685453581709055
367,-0.38907561752393083,0.21240676342769116,-0.019269851307798513
368,-0.39359606131078095,0.20555750164173,-0.009422102977923346
369,-0.39493971066560823,0.20571401066648834,-0.0030593668581696165
370,-0.3941920501564062,0.20903989159623904,0.008756276914955341
371,-0.3903150407399261,0.21246561354352614,0.01860626092044502
372,-0.38442864685206823,0.22035345884990923,0.025571606522789465
373,-0.38204383672298825,0.22701955387582956,0.03528956632548937
374,-0.38491008531739196,0.2280718317088757,0.037433759752349666
375,-0.38719682390175875,0.22458970790946126,0.02972994189512998
376,-0.3890490068243473,0.2167719642213909,0.02388111084205832
377,-0.39253401689200573,0.206742969534901,0.011153191035552887
378,-0.3950339819921543,0.19847951709293407,0.002461941359122183
379,-0.3975120115615395,0.1998863214943794,-0.00037179353444289015
380,-0.39319200233346935,0.2024910439451194,-0.005537304383836511
381,-0.3874756896729341,0.20805244127237282,-0.009609062280081017
382,-0.3880392745223252,0.2117367549634208,-0.00224422951883108
383,-0.3869241489272552,0.21284581434808303,0.006547670742327783
384,-0.3873703672330808,0.21084058404040856,0.014836233187751059
385,-0.38897553670773005,0.2087184178648441,0.021547046214891404
386,-0.38576014215745935,0.20680213863485908,0.02622223217809936
387,-0.3848168676082,0.21033324166323583,0.030252720273312966
388,-0.38435625091841186,0.2046783496031986,0.0316706975881043
389,-0.38157883905987533,0.19845042199221585,0.03066214090549009
390,-0.3791154280225123,0.19508128479812936,0.024472916551800526
391,-0.3757413329275032,0.19239241386404074,0.019053896580313007
392,-0.37716591204338973,0.19212786300859483,0.015194887240837812
393,-0.3790652570026923,0.19884325186924814,0.012230614351754583
394,-0.3755228516646677,0.20097908306927667,0.005601681756395806
395,-0.3784992033483018,0.20111262933221122,-0.0008067082717328885
396,-0.3860039859189224,0.19765673094611722,-0.0058209623370509105
397,-0.39436764572925,0.19433714599655777,-0.0003929248668058014
398,-0.3889822381721115,0.19451176767571493,0.004899538711001144
399,-0.3538463756323179,0.2054135482252229,0.008216594648126057
400,-0.2955023920942228,0.23695556925795144,0.013103222067340103
401,-0.2149247565900851,0.2750747918995698,0.020768669750843297
402,-0.11840732049740849,0.2880101334931734,0.022134505875179355
403,-0.026932219785969266,0.2654814316202335,0.02270725457827232
404,-0.03676176245144339,-0.21455421009289052,0.021209693575624338
405,0.07193639335947531,0.16422248299275333,0.006497297733168482
406,0.09391297004943361,0.12132303502957122,0.0009441322648346688
407,0.10372012207095967,0.08145711939094176,-0.0062772448601852325
408,0.10079778396952627,0.06643356125662313,-0.01269459712703986
409,0.0962232655872658,0.08131198331564558,-0.016683567270817417
410,0.09478724396622548,0.1082250726187131,-0.022576283541021973
411,0.10545976610426215,0.13628744012143665,-0.01736061908359833
412,0.13396301066369903,0.16330975522095528,-0.013454338046932997
413,0.16543665263130683,0.18937782993330288,-0.011426522543603516
414,0.19541097363898796,0.216987693906044,-0.009332691245535225
415,0.22048208178914253,0.2480736143377016,-0.005155440886186928
416,0.23421178843202312,0.27246702096772696,0.0002872996927123844
417,0.23623613872115914,0.2944688948982099,0.0044942752251072625
418,0.22541091034236,0.3127604175111464,0.0031374888297144915
419,0.21211090138781524,0.3312224075478396,0.003223148468594804
420,0.21351814781037215,0.33834330994932005,0.005388195026555442
421,0.2221886367549222,0.3422600880211952,0.007647259885313017
422,0.2263554344577333,0.3381044181316844,0.008819376059829142
423,0.22970475943250224,0.3342643917675348,0.008523894647513602
424,0.23130518878363643,0.3326458940464058,0.009229769220512283
425,0.23206953774174072,0.33998536068694,0.009577375693833719
426,0.22531123525890082,0.3468903208571982,0.008751026589357632
427,0.2167446926476973,0.3600563155659663,0.009307683195681822
428,0.20519047663407525,0.36759800335848647,0.01117161186803743
429,0.19880554841624015,0.37221576052164146,0.01269325717241734
430,0.19661383574244481,0.3765464495793727,0.01387311841024232
431,0.20050642622865003,0.3792517808490525,0.016021995890254947
432,0.20312197448079028,0.3799837001061479,0.01659154568346523
433,0.20316258408017757,0.37948370853639046,0.017068577676319842
434,0.2043196043565103,0.3760973887865402,0.018453414357385935
435,0.2022554645755421,0.37733949757650864,0.01886961666726386
436,0.20665821999456827,0.3781237021419584,0.014358705049274239
437,0.20516387665798708,0.38104031836676716,0.011884983732684968
438,0.1990777235573424,0.3868066010434905,0.013208534641089833
439,0.2029098084271198,0.38692582048441326,0.010335287137316487
440,0.2086833160425033,0.3899552275946635,0.007853253115187486
441,0.21002082866181104,0.3896231933693304,0.007134325912674244
442,0.2109780791163838,0.3875562693748032,0.002613368342619148
443,0.20677320263415583,0.387789293171243,-0.0009361559724213667
444,0.20219476359432303,0.3902404418024139,0.0012552400136525968
445,0.19619779206299964,0.38752183561674586,0.0004986045762629459
446,0.19125179359591238,0.388121594637502,-0.001021443593079159
447,0.18836030319593824,0.38231080709841825,-0.0037599354452591337
448,0.19189199714046865,0.3800718054766077,-0.004575911378008829
449,0.19358287190505943,0.37784360091488617,-0.004209801488345474
450,0.19023273575496755,0.37622872479724906,-0.003617353263584365
451,0.1910334580573809,0.3692567257957774,-0.003794285200365672
452,0.19361663810400523,0.3663259676378905,-0.0016908947134485646
453,0.1899137238913951,0.36229671113548256,0.0004139168866993514
454,0.18174736347422135,0.36237323634918,0.001582763054308033
455,0.17335032051171148,0.3586891545616466,-9.203581427923505e-05
456,0.16744828381682147,0.35252772754865686,0.0028136487696982194
457,0.167349991292775,0.34761500832772935,0.0037475422915125706
458,0.17013577389706672,0.34321748119633966,-0.0008747181183806365
459,0.17684144516128592,0.33177958065411245,-0.005601670919395416
460,0.18050468900012143,0.3242620153887351,-0.014115524230706205
