frame,x_sp_ma,y_sp_ma,z_sp_ma,x_sp_lp,y_sp_lp,z_sp_lp,x_sift_ma,y_sift_ma,z_sift_ma,x_sift_lp,y_sift_lp,z_sift_lp
1,-0.043782870388122196,0.10253655347284749,0.12182148569595849,-0.043782870388122196,0.10253655347284749,0.12182148569595849,-0.8788918434861289,0.9996039405551898,0.45889790271762604,-0.8788918434861289,0.9996039405551898,0.45889790271762604
2,-0.09407675175274371,0.2382859254192043,0.2165161703507606,-0.08011512019574005,0.22219766906704783,0.2333827315987428,-1.1546275202139644,1.724373917179649,0.587260489775927,-1.4189358934550054,1.96906765888272,0.7891461790332965
3,-0.12735575476368868,0.407725390792401,0.2877938169735138,-0.09975506182382779,0.3658389112859074,0.3274863359464112,-1.242805454602515,2.192971938862299,0.8126283759773936,-1.6791112344700032,2.7910047855478233,1.1388873794553636
4,-0.1251646490460777,0.6030132490959483,0.33612209761732914,-0.09096864731374563,0.5340618583884911,0.3986895932419481,-0.9673473480359236,3.5511783443516025,1.0829757959664157,-1.524722701099169,4.279881699003383,1.498843912663721
5,-0.1648997888884818,0.386733098471579,0.36462541845718827,-0.13144852457871697,0.339858653266062,0.4455464176284111,-1.3682852233164213,2.479503315829464,1.2717489759819591,-1.852504054955937,3.0861804734412663,1.7583242656148017
6,-0.08625097392993528,0.6164134743517001,0.3843234307019457,-0.05490733862032851,0.5562416775913486,0.4782132970521734,-0.8768890559686083,3.3077231793370467,1.4220707654836944,-1.4207564365235894,3.9881946838014457,1.958221271428889
7,0.028860772393600145,0.8426816103785066,0.3985905093919596,0.05727989673333754,0.7776800215043407,0.5004356944394582,-0.3918274764334848,3.8684848718454057,1.5455976426502072,-1.0251496528540764,4.545179126765859,2.1103814471678213
8,0.1944665623283804,1.0783660186001853,0.3928985499582686,0.21119270701067838,0.9966509828578755,0.5150149613054782,0.6641519944652006,4.811463951429996,1.5727529708096433,0.18709038231061315,5.816532947765788,2.1894952502988803
9,0.41521282577748164,1.3020621812440347,0.37351821465631657,0.4112915549421152,1.202208887639849,0.5211688003749372,1.6428559960921438,5.441565012247419,1.6705877488462304,1.0667670159277665,6.488893679470696,2.3124187071976383
10,0.6920865309104445,1.4933302996200453,0.34746414668024705,0.6628249793746623,1.376214529381599,0.5212557185988763,2.850180290510186,5.897987837933692,1.7356115994744061,2.0053594489138975,6.936363975992125,2.449832280507392
11,1.006051537631755,1.6424255733422963,0.32351878325724226,0.9450311365740041,1.507686997715986,0.5192540246061083,3.6405142571850577,6.216177616289728,1.7645960327812888,2.9633310495311034,7.262735718885514,2.578838500169371
12,1.3518926075637596,1.7410209702142765,0.3107033129750812,1.2651536254618616,1.5911217587636173,0.5228722081707399,4.476819962624465,6.329887485114675,1.8218872547497196,3.8134445193958255,7.347435508570309,2.6999707738168115
13,1.7175473135682804,1.7741677140837036,0.32927902400793896,1.6097099633075658,1.608887789093983,0.5643487353467936,5.467390611112747,5.400247009368764,1.8705475800720355,4.702283652697392,6.039994461947343,2.774592986331227
14,2.0921645133360594,1.7310316724645503,0.38008459567259933,1.9621406343414534,1.5537960766109655,0.6387210957615549,6.2499396327331675,4.7237208157597195,1.9714536597949404,5.084236898234356,5.515466694200612,2.898198410347495
15,2.4580474724404375,1.6187665933050832,0.46385622761426193,2.3038159662477566,1.4380979241536982,0.7416573597694909,6.121610840157706,4.05149819456605,2.0793760870329243,5.265512422248931,4.628751513568588,2.964949511531631
16,2.816986246761726,1.4650105114753411,0.5782212068659699,2.6481565744623845,1.2897297812912076,0.8638828217167568,6.020713163406054,3.154735423760447,2.1465623293722347,5.2726565268699765,3.794596103710703,3.0286730020417707
17,3.1823156728538433,1.2957246697533729,0.7205691171798496,3.004305036685847,1.1264799542993882,0.9987396525373657,6.098443474483497,2.293798265487318,2.1623503164862616,5.6711383096574774,3.0890629069648194,3.0446514804737363
18,3.563082582112869,1.120712932322035,0.8905086931012736,3.3709204114077145,0.9634257517843738,1.1435920246568898,5.863775720409852,1.1432339327847527,2.232678862141269,5.736415135896001,2.0832787771295616,3.140643168257648
19,3.9521920460809796,0.9486101547777958,1.0872703043858885,3.748639285196499,0.7983249979123033,1.2992456397355618,5.400755923307021,0.007881272184334653,2.3658512355715935,5.481156014736458,1.2384932475759685,3.31553422660742
20,4.34641278528964,0.7782788398012792,1.286319602353657,4.129765415085306,0.6296155630062306,1.463313199567759,5.118438099334697,-0.2538521383634107,2.549744954845988,5.091561115885261,0.5919905935224359,3.5322821527213426
21,4.747022889287185,0.606206824128704,1.4825343056214146,4.51606706453919,0.4569727088625228,1.629816048363089,5.121493979659768,-1.4257025853356178,2.7322781905882745,5.29336218032713,-0.5549717793112319,3.759091299512491
22,5.150991001395935,0.4281081019187737,1.6657427534087015,4.902884690882629,0.2806357502904921,1.7883840246191531,5.226913646611199,-2.160113928105197,2.971479724951549,5.49477418296133,-1.274411213633487,3.991053952258603
23,5.556416891896994,0.24179002818750095,1.8255113209212983,5.29566943077372,0.09935130285730484,1.9191714961530508,5.288729623275313,-2.5463383783285214,3.267834532301592,5.533044194906679,-1.4706819092572505,4.267766022462889
24,5.958988523190962,0.05661876375145869,1.9573632033944781,5.690165628852345,-0.08088684642233426,2.0238066557677308,5.139609105385907,-2.542853512037824,3.6305689089976103,5.682625020558601,-1.1403002333030958,4.542464639053838
25,6.363032194354966,-0.12999834427291523,2.056779054159371,6.085608381920427,-0.26380501514879817,2.1018690857308457,4.668090433684932,-2.826743847407171,4.002421559166198,5.071011174079642,-1.7055296978606571,4.860926594470121
26,6.7684111232584,-0.31703323240965675,2.1250781219707866,6.484016730561451,-0.4504623682606913,2.160763901760878,4.290596512442601,-3.4030602916194175,4.2911174980346285,4.398621546091798,-2.5856607210318483,5.089817806830117
27,7.168823107846198,-0.5090881862231935,2.16905781299554,6.876231578188108,-0.6433601382648829,2.2137582393136586,4.149278132438858,-4.050148587518935,4.542127533796892,4.016535346569695,-3.3468297179999715,5.30038747031886
28,7.571564877222588,-0.7064683227394563,2.1867161234838592,7.2702215598796815,-0.8387487043384716,2.254597702188045,3.8345006075534265,-4.266132610775174,4.737217971580733,3.933100138728771,-4.013157731883669,5.450987382216223
29,7.969128148806662,-0.8999724509365503,2.1820884846892294,7.662452222709932,-1.034026524919717,2.285793345153978,3.2425043206190227,-4.990439378909258,4.8341648773615935,3.5459464761300863,-5.081826186978288,5.488832896433983
30,8.367279793545546,-1.095191155346217,2.1825175616352026,8.05506000296096,-1.2351094392375122,2.3184163520887533,3.321089804671136,-5.817452713884435,4.855846644042458,4.082061205883894,-5.6871843485856335,5.514049328341389
31,8.758971478224588,-1.2938492607778922,2.216371198234876,8.441415159640975,-1.4378968505961218,2.3893387776027315,3.5937961850577476,-7.1179783685364555,4.847158392048016,4.925895203813677,-6.35399455839887,5.552492746988843
32,9.145115178574141,-1.4850889758978434,2.279980231266933,8.820118577674247,-1.6307268138079616,2.482698176785086,4.5357517034895,-7.864827888086485,4.822770513043981,5.7593275248607245,-6.91280698374777,5.625094391243343
33,9.517554595355284,-1.654947219264361,2.36584436267319,9.183638623973518,-1.7980767970202658,2.5867064871638252,5.477045312096315,-8.198397722351656,4.8526882066465085,6.241600951298352,-7.233010563792024,5.74182610044613
34,9.868799019116162,-1.8072294876804942,2.4671992531457194,9.5230614513471,-1.94580670175943,2.6978655267626475,6.168868581856004,-8.393670337717522,4.839772641468887,6.443568252242559,-7.368916690694791,5.801125751881049
35,10.18530086840796,-1.9660584187448795,2.5970530329093453,9.832688607880709,-2.0972226154528446,2.824928214505526,6.716948048216219,-8.590615914692007,4.854845891716157,6.64417356348198,-7.506501764789333,5.867294341150133
36,10.467198876051201,-2.1405623502671802,2.7513984681856485,10.117927689377716,-2.2670160789164733,2.959864995173035,7.491129808759249,-8.413274221730916,4.919665676539393,6.794685083538129,-7.572076030725799,5.922096100968737
