timestamp,vx_sp_ma,vy_sp_ma,vz_sp_ma,vx_sp_lp,vy_sp_lp,vz_sp_lp,vx_sift_ma,vy_sift_ma,vz_sift_ma,vx_sift_lp,vy_sift_lp,vz_sift_lp
1.904244,0.000000,0.000000,0.000000,-0.000096,-0.000301,-0.000031,0.001249,0.000170,0.000114,0.001712,-0.000109,-0.001638
1.958651,0.000000,0.000000,0.000000,-0.000077,-0.000241,-0.000025,0.000396,0.000473,-0.000078,0.000872,0.000289,-0.001501
2.013058,0.000000,0.000000,0.000000,-0.000061,-0.000193,-0.000020,0.000080,0.000501,-0.000948,0.000034,0.000654,-0.001671
2.067465,0.000000,0.000000,0.000000,-0.000049,-0.000154,-0.000016,0.000241,0.000007,-0.001978,-0.000172,0.000572,-0.001271
2.121872,0.000000,0.000000,0.000000,-0.000039,-0.000123,-0.000013,0.000003,0.000500,-0.001081,-0.000060,0.000601,-0.000557
2.176279,0.000000,0.000000,0.000000,-0.000031,-0.000099,-0.000010,0.000212,0.000650,-0.001250,0.000756,0.000426,-0.001059
2.230686,0.000000,0.000000,0.000000,-0.000025,-0.000079,-0.000008,-0.000094,0.000799,-0.000861,0.000577,0.000290,-0.000833
2.285092,0.000000,0.000000,0.000000,-0.000020,-0.000063,-0.000007,0.000023,0.000261,-0.000477,0.001000,-0.000288,-0.000600
2.339499,0.000000,0.000000,0.000000,-0.000016,-0.000051,-0.000005,0.000466,0.000009,-0.000347,0.000924,-0.000208,-0.000488
2.393906,0.000000,0.000000,0.000000,-0.000013,-0.000040,-0.000004,0.000647,0.000137,0.000824,0.000328,0.000436,0.000778
2.448313,0.000000,0.000000,0.000000,-0.000010,-0.000032,-0.000003,0.000709,0.000253,0.001070,0.000150,0.000560,0.001033
2.502720,0.000000,0.000000,0.000000,-0.000008,-0.000026,-0.000003,0.000633,0.000256,0.000890,0.000091,0.000597,0.001034
2.557127,0.000000,0.000000,0.000000,-0.000007,-0.000021,-0.000002,0.000274,0.000121,0.001477,0.000374,0.000232,0.001035
2.611534,0.000000,0.000000,0.000000,-0.000005,-0.000017,-0.000002,0.000221,0.000195,0.001631,0.000198,0.000239,0.001058
2.665941,0.000000,0.000000,0.000000,-0.000004,-0.000013,-0.000001,-0.000335,0.000679,0.001876,-0.000082,0.000348,0.001256
2.720348,0.000000,0.000000,0.000000,-0.000003,-0.000011,-0.000001,-0.000269,0.000562,0.002045,0.000150,0.000139,0.001234
2.774755,0.000000,0.000000,0.000000,-0.000003,-0.000008,-0.000001,0.000124,0.000105,0.001093,0.000260,0.000073,0.000822
2.829162,0.000000,0.000000,0.000000,-0.000002,-0.000007,-0.000001,0.000104,0.000020,0.000954,0.000066,0.000151,0.000874
2.883569,0.000000,0.000000,0.000000,-0.000002,-0.000005,-0.000001,-0.000029,-0.000001,0.001068,-0.000161,0.000239,0.001067
2.937976,0.000000,0.000000,0.000000,-0.000001,-0.000004,-0.000000,-0.000144,0.000150,0.000799,0.000012,0.000158,0.000684
2.992383,0.000000,0.000000,0.000000,-0.000001,-0.000003,-0.000000,0.000023,0.000051,0.000484,0.000141,0.000041,0.000337
3.046790,0.000000,0.000000,0.000000,-0.000001,-0.000003,-0.000000,0.000148,-0.000195,0.000074,0.000048,-0.000154,0.000104
3.101197,0.000000,0.000000,0.000000,-0.000001,-0.000002,-0.000000,-0.000195,0.000037,-0.000212,-0.000226,0.000062,-0.000086
3.155604,0.000000,0.000000,0.000000,-0.000001,-0.000002,-0.000000,0.000071,-0.000461,-0.000214,0.000331,-0.000686,-0.000238
3.210011,0.000000,0.000000,0.000000,-0.000000,-0.000001,-0.000000,0.000636,-0.001158,-0.000519,0.000914,-0.001433,-0.000401
3.264418,0.000000,0.000000,0.000000,-0.000000,-0.000001,-0.000000,-0.001069,-0.000601,0.000708,-0.001869,-0.000248,0.001765
3.318825,0.000000,0.000000,0.000000,-0.000000,-0.000001,-0.000000,-0.002085,-0.000065,0.002027,-0.002777,0.000519,0.003090
3.373232,0.000000,0.000000,0.000000,-0.000000,-0.000001,-0.000000,-0.001995,0.000071,0.002420,-0.001964,0.000520,0.002811
3.427639,0.000000,0.000000,0.000000,-0.000000,-0.000001,-0.000000,-0.001462,-0.000294,0.001102,-0.000890,-0.000282,0.000238
3.482046,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.001992,-0.000232,0.002016,-0.001719,0.000046,0.001301
3.536453,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000646,0.000438,0.002781,0.001021,0.000240,0.001942
3.590860,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.001428,0.001163,0.003207,0.000372,0.000323,0.001940
3.645267,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000633,0.001143,0.003037,-0.001189,0.001129,0.003399
3.699674,-0.001788,0.001215,0.000000,-0.002503,0.001700,-0.000000,-0.000362,0.000339,0.001559,-0.001855,0.000495,0.002328
3.754081,-0.001788,0.001215,0.000000,-0.002002,0.001360,-0.000000,-0.000721,0.000010,0.001453,-0.001729,0.000041,0.002054
3.808487,-0.001788,0.001215,0.000000,-0.001602,0.001088,-0.000000,-0.000930,0.000668,0.003224,-0.000994,0.000254,0.002112
3.862894,-0.001788,0.001215,0.000000,-0.001281,0.000871,-0.000000,0.000192,0.000617,0.003053,-0.000232,0.000405,0.002560
3.917301,-0.001788,0.001215,0.000000,-0.001025,0.000696,-0.000000,0.000290,-0.000839,0.002744,0.002349,-0.001512,0.002517
3.971708,-0.001788,0.001215,0.000000,-0.000820,0.000557,-0.000000,0.001780,-0.002052,0.002605,0.003519,-0.002777,0.002205
4.026115,-0.001788,0.001215,0.000000,-0.000656,0.000446,-0.000000,0.002509,-0.002868,0.001443,0.002349,-0.002493,0.001983
4.080522,0.000000,0.000000,0.000000,-0.000525,0.000357,-0.000000,0.002355,-0.001929,0.001879,0.000760,-0.001088,0.001806
4.134929,-0.005795,0.006076,0.000000,-0.008533,0.008791,-0.000000,0.000414,-0.001157,0.003336,-0.002354,-0.000145,0.003676
4.189336,-0.004264,0.005874,0.000000,-0.004683,0.006751,-0.000000,-0.001389,-0.000688,0.005434,-0.004017,0.000762,0.006348
4.243743,-0.004264,0.005874,0.000000,-0.003747,0.005401,-0.000000,-0.001485,-0.000580,0.004740,-0.002786,0.000963,0.004977
4.298150,-0.004264,0.005874,0.000000,-0.002997,0.004321,-0.000000,-0.003788,0.000949,0.005046,-0.002919,0.001074,0.004879
4.352557,-0.004264,0.005874,0.000000,-0.002398,0.003457,-0.000000,-0.005290,0.002380,0.005554,-0.002798,0.001296,0.004806
4.406964,-0.004264,0.005874,0.000000,-0.001918,0.002765,-0.000000,-0.005407,0.002940,0.006249,-0.002867,0.001549,0.005037
4.461371,-0.004264,0.005874,0.000000,-0.001535,0.002212,-0.000000,-0.004663,0.002296,0.006122,-0.002372,0.001244,0.004072
4.515778,0.001531,-0.000201,0.000000,-0.001228,0.001770,-0.000000,-0.002484,0.001681,0.005169,-0.001809,0.000860,0.004155
4.570185,0.000000,0.000000,0.000000,-0.000982,0.001416,-0.000000,-0.000973,0.001361,0.003289,-0.001465,0.001117,0.004098
4.624592,0.000000,0.000000,0.000000,-0.000786,0.001133,-0.000000,-0.000875,0.000699,0.003915,-0.000608,0.000321,0.004053
4.678999,0.000000,0.000000,0.000000,-0.000629,0.000906,-0.000000,0.000560,-0.000440,0.003304,0.000833,-0.001035,0.003284
4.733406,-0.001573,-0.001559,0.000000,-0.002704,-0.001458,-0.000000,0.000063,-0.000404,0.002414,-0.000492,-0.000340,0.002284
4.787813,-0.001573,-0.001559,0.000000,-0.002163,-0.001166,-0.000000,0.003133,-0.001239,0.000449,0.003276,-0.000928,0.000269
4.842220,-0.001573,-0.001559,0.000000,-0.001731,-0.000933,-0.000000,0.003658,-0.001490,-0.000587,0.003277,-0.001090,-0.001193
4.896627,-0.001573,-0.001559,0.000000,-0.001385,-0.000746,-0.000000,0.004591,-0.002281,-0.002705,0.004016,-0.002115,-0.003023
4.951034,-0.001573,-0.001559,0.000000,-0.001108,-0.000597,-0.000000,0.005104,-0.002488,-0.003899,0.003913,-0.001552,-0.003315
5.005441,-0.001573,-0.001559,0.000000,-0.000886,-0.000478,-0.000000,0.004845,-0.001901,-0.004407,0.003332,-0.000993,-0.002588
5.059848,-0.001573,-0.001559,0.000000,-0.000709,-0.000382,-0.000000,0.005058,-0.001550,-0.006396,0.004283,-0.001594,-0.004814
5.114255,0.000000,0.000000,0.000000,-0.000567,-0.000306,-0.000000,0.005622,-0.000624,-0.007157,0.003058,0.000510,-0.005260
5.168662,0.000000,0.000000,0.000000,-0.000454,-0.000245,-0.000000,0.004158,-0.001338,-0.007655,0.004066,-0.001249,-0.006463
5.223069,0.000000,0.000000,0.000000,-0.000363,-0.000196,-0.000000,0.003582,-0.000663,-0.005535,0.003103,-0.000401,-0.003611
5.277476,0.000000,0.000000,0.000000,-0.000290,-0.000157,-0.000000,0.002816,0.000089,-0.004162,0.002805,-0.000512,-0.003035
5.331882,0.000000,0.000000,0.000000,-0.000232,-0.000125,-0.000000,0.002682,-0.000310,-0.003356,0.002756,-0.000828,-0.002196
5.386289,0.000000,0.000000,0.000000,-0.000186,-0.000100,-0.000000,0.002635,-0.000866,-0.003883,0.002340,-0.001191,-0.002431
5.440696,-0.002045,0.002430,0.000000,-0.003012,0.003322,-0.000000,0.001276,-0.000277,-0.002112,0.001587,-0.000929,-0.002209
5.495103,-0.002045,0.002430,0.000000,-0.002410,0.002657,-0.000000,0.002479,-0.001612,-0.001415,0.002587,-0.000828,-0.002201
5.549510,-0.002045,0.002430,0.000000,-0.001928,0.002126,-0.000000,0.000014,0.002835,0.000006,0.000236,0.003908,-0.002025
5.603917,-0.002045,0.002430,0.000000,-0.001542,0.001701,-0.000000,0.004110,0.001971,-0.001296,0.005774,0.002515,-0.001885
5.658324,0.001382,0.001611,0.000000,0.003565,0.000215,-0.000000,0.002940,0.002903,-0.001502,0.003304,0.003126,-0.001941
5.712731,0.001382,0.001611,0.000000,0.002852,0.000172,-0.000000,0.002729,0.002722,-0.001850,0.002860,0.001827,-0.001809
5.767138,0.001382,0.001611,0.000000,0.002281,0.000137,-0.000000,0.003406,0.002690,-0.002055,0.003371,0.000889,-0.002408
5.821545,0.003427,-0.000819,0.000000,0.001825,0.000110,-0.000000,0.006236,0.001823,-0.004204,0.006373,-0.000478,-0.005200
5.875952,0.003427,-0.000819,0.000000,0.001460,0.000088,-0.000000,0.005184,0.001749,-0.004258,0.004943,-0.000570,-0.004668
5.930359,0.003427,-0.000819,0.000000,0.001168,0.000070,-0.000000,0.006437,-0.001629,-0.004240,0.003875,-0.000616,-0.003975
5.984766,0.003427,-0.000819,0.000000,0.000934,0.000056,-0.000000,0.002292,-0.001068,-0.004415,0.002882,-0.000320,-0.003688
6.039173,0.000000,0.000000,0.000000,0.000748,0.000045,-0.000000,0.002839,-0.001766,-0.004012,0.001756,-0.000118,-0.002820
6.093580,0.000000,0.000000,0.000000,0.000598,0.000036,-0.000000,0.003305,-0.001288,-0.004009,0.002274,-0.000098,-0.002509
6.147987,0.000000,0.000000,0.000000,0.000478,0.000029,-0.000000,0.002401,-0.000836,-0.003321,0.001637,-0.000020,-0.002004
6.202394,0.000000,0.000000,0.000000,0.000383,0.000023,-0.000000,-0.000293,0.000036,-0.000952,0.001215,0.000017,-0.001559
6.256801,0.000000,0.000000,0.000000,0.000306,0.000018,-0.000000,-0.000218,0.000225,-0.000433,0.000920,0.000090,-0.001029
6.311208,0.000000,0.000000,0.000000,0.000245,0.000015,-0.000000,-0.000114,0.000277,-0.000294,0.000804,-0.000015,-0.000869
6.365615,0.000000,0.000000,0.000000,0.000196,0.000012,-0.000000,-0.000001,0.000283,0.000071,0.000584,0.000170,-0.000693
6.420022,0.000000,0.000000,0.000000,0.000157,0.000009,-0.000000,0.000376,0.000200,-0.000003,0.000444,0.000157,-0.000528
6.474429,0.000000,0.000000,0.000000,0.000125,0.000008,-0.000000,0.000467,-0.000186,0.000209,0.001352,-0.000418,-0.000378
6.528836,0.000000,0.000000,0.000000,0.000100,0.000006,-0.000000,0.000514,-0.000200,0.000312,0.000966,-0.000296,-0.000156
6.583243,0.000000,0.000000,0.000000,0.000080,0.000005,-0.000000,0.000505,-0.000160,0.000407,0.000665,-0.000148,0.000053
6.637650,0.000000,0.000000,0.000000,0.000064,0.000004,-0.000000,0.000547,-0.000265,0.000193,0.000539,-0.000189,-0.000039
6.692057,0.000000,0.000000,0.000000,0.000051,0.000003,-0.000000,0.000574,-0.000286,0.000105,0.000536,-0.000268,-0.000201
6.746464,0.000000,0.000000,0.000000,0.000041,0.000002,-0.000000,0.000751,-0.000477,-0.000043,0.000618,-0.000300,-0.000364
6.800871,0.000000,0.000000,0.000000,0.000033,0.000002,-0.000000,0.000743,-0.000482,-0.000057,0.000460,-0.000225,-0.000285
6.855277,0.000000,0.000000,0.000000,0.000026,0.000002,-0.000000,0.000022,-0.000086,-0.000075,0.000355,-0.000170,-0.000209
6.909684,0.000000,0.000000,0.000000,0.000021,0.000001,-0.000000,0.000218,-0.000143,-0.000205,0.000444,-0.000177,-0.000203
6.964091,0.000000,0.000000,0.000000,0.000017,0.000001,-0.000000,0.000263,-0.000144,-0.000241,0.000309,-0.000055,-0.000036
7.018498,0.000000,0.000000,0.000000,0.000013,0.000001,-0.000000,0.000257,-0.000086,-0.000163,0.000246,-0.000033,-0.000001
7.072905,0.000000,0.000000,0.000000,0.000011,0.000001,-0.000000,0.000167,0.000003,-0.000029,0.000176,-0.000018,0.000018
7.127312,0.000000,0.000000,0.000000,0.000009,0.000001,-0.000000,-0.000033,0.000106,0.000129,0.000050,0.000044,0.000033
7.181719,0.000000,0.000000,0.000000,0.000007,0.000000,-0.000000,-0.001838,0.000913,0.000144,-0.002521,0.001180,0.000054
7.236126,0.000000,0.000000,0.000000,0.000006,0.000000,-0.000000,-0.001468,0.000795,0.000200,-0.001511,0.000789,0.000140
7.290533,0.000000,0.000000,0.000000,0.000004,0.000000,-0.000000,-0.001516,0.000663,0.000246,-0.001118,0.000406,0.000140
7.344940,0.000000,0.000000,0.000000,0.000004,0.000000,-0.000000,-0.001528,0.000260,0.000168,-0.000956,-0.000154,0.000130
7.399347,0.000000,0.000000,0.000000,0.000003,0.000000,-0.000000,-0.002300,0.000340,-0.000054,-0.001847,0.000001,-0.000180
7.453754,0.000000,0.000000,0.000000,0.000002,0.000000,-0.000000,-0.002800,0.000739,0.000833,-0.002198,0.000567,0.001117
7.508161,0.000000,0.000000,0.000000,0.000002,0.000000,-0.000000,-0.002526,0.000762,0.001032,-0.001465,0.000544,0.001191
7.562568,0.000000,0.000000,0.000000,0.000001,0.000000,-0.000000,-0.000743,0.000254,0.001754,-0.001239,0.000870,0.001991
7.616975,0.000000,0.000000,0.000000,0.000001,0.000000,-0.000000,0.000163,-0.000796,0.002365,0.000784,-0.000930,0.002546
7.671382,0.000000,0.000000,0.000000,0.000001,0.000000,-0.000000,0.000178,-0.000192,0.003294,0.000739,-0.000124,0.003364
7.725789,0.000000,0.000000,0.000000,0.000001,0.000000,-0.000000,0.000430,0.000262,0.003588,0.000882,0.000059,0.003121
7.780196,0.000000,0.000000,0.000000,0.000001,0.000000,-0.000000,0.002340,-0.000757,0.004097,0.002298,-0.001256,0.002926
7.834603,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.002123,-0.003268,0.003504,0.000815,-0.003953,0.002770
7.889010,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.004265,-0.004933,0.002333,0.003944,-0.005404,0.000875
7.943417,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.005348,-0.006635,-0.000136,0.004605,-0.006271,-0.001718
7.997824,-0.000542,0.000540,0.000000,-0.000759,0.000755,-0.000000,0.004316,-0.005781,-0.001565,0.004013,-0.005448,-0.002422
8.052231,0.001509,-0.000871,0.000000,0.002265,-0.001371,-0.000000,0.004620,-0.006529,-0.002570,0.003748,-0.004785,-0.002017
8.106638,0.001509,-0.000871,0.000000,0.001812,-0.001097,-0.000000,0.002324,-0.005844,-0.003835,0.000075,-0.002711,-0.002956
8.161045,0.001509,-0.000871,0.000000,0.001449,-0.000877,-0.000000,0.000924,-0.005067,-0.004000,-0.000307,-0.002383,-0.002166
8.215452,0.001509,-0.000871,0.000000,0.001160,-0.000702,-0.000000,0.001943,-0.004285,-0.004364,0.000157,-0.003762,-0.001812
8.269859,0.001509,-0.000871,0.000000,0.000928,-0.000561,-0.000000,-0.000734,-0.002745,-0.002855,-0.000331,-0.003093,-0.000679
8.324266,0.001277,0.000898,0.000000,0.000418,0.002028,-0.000000,-0.003490,-0.001225,-0.000154,-0.002673,-0.002295,0.000820
8.378672,0.001820,0.000358,0.000000,0.000334,0.001622,-0.000000,-0.005502,-0.001341,0.000663,-0.004625,-0.002430,0.000753
8.433079,-0.000232,0.001769,0.000000,0.000267,0.001298,-0.000000,-0.005480,-0.001923,0.000862,-0.003133,-0.003186,0.000801
8.487486,-0.000715,0.002053,0.000000,-0.000462,0.001435,-0.000000,-0.003586,-0.003491,0.001005,-0.002778,-0.003626,-0.000501
8.541893,-0.000715,0.002053,0.000000,-0.000370,0.001148,-0.000000,-0.003231,-0.004082,-0.000798,-0.002093,-0.003943,-0.002726
8.596300,-0.000715,0.002053,0.000000,-0.000296,0.000918,-0.000000,-0.003529,-0.002766,-0.000750,-0.001688,-0.003167,-0.002194
8.650707,-0.000715,0.002053,0.000000,-0.000237,0.000735,-0.000000,-0.003172,-0.002747,-0.001396,-0.001307,-0.002590,-0.001888
8.705114,-0.000483,0.000283,0.000000,-0.000189,0.000588,-0.000000,0.000142,-0.004047,-0.004709,0.001185,-0.003714,-0.004786
8.759521,-0.000483,0.000283,0.000000,-0.000151,0.000470,-0.000000,0.001940,-0.003435,-0.004481,0.000979,-0.002707,-0.003412
8.813928,-0.000483,0.000283,0.000000,-0.000121,0.000376,-0.000000,0.001834,-0.002543,-0.004504,0.001202,-0.002159,-0.002563
8.868335,0.000109,0.000292,0.000000,0.000056,0.000710,-0.000000,0.002119,-0.001581,-0.003493,0.001088,-0.001458,-0.001777
8.922742,0.000109,0.000292,0.000000,0.000045,0.000568,-0.000000,0.001994,-0.000867,-0.002026,0.000826,-0.001210,-0.001693
8.977149,0.000109,0.000292,0.000000,0.000036,0.000454,-0.000000,0.001793,-0.000737,-0.001626,0.000365,-0.000798,-0.000807
9.031556,0.000109,0.000292,0.000000,0.000029,0.000363,-0.000000,0.002972,-0.001055,-0.001335,0.001986,-0.001140,-0.000372
9.085963,0.000109,0.000292,0.000000,0.000023,0.000291,-0.000000,0.002120,-0.000122,0.000511,0.002626,-0.001247,-0.000988
9.140370,0.000109,0.000292,0.000000,0.000018,0.000233,-0.000000,0.002490,-0.000132,-0.000027,0.002650,-0.000748,-0.001127
9.194777,0.000109,0.000292,0.000000,0.000015,0.000186,-0.000000,0.002181,-0.000399,-0.001015,0.002106,-0.000966,-0.002119
9.249184,0.000000,0.000000,0.000000,0.000012,0.000149,-0.000000,0.001919,0.000193,-0.001705,0.001446,0.000325,-0.002386
9.303591,0.000000,0.000000,0.000000,0.000009,0.000119,-0.000000,0.002455,-0.000061,-0.002482,0.001861,-0.000138,-0.003269
9.357998,0.000000,0.000000,0.000000,0.000007,0.000095,-0.000000,0.002572,0.000018,-0.002358,0.001359,0.000169,-0.001894
9.412405,0.000000,0.000000,0.000000,0.000006,0.000076,-0.000000,0.001097,0.000759,-0.001993,0.000715,0.000671,-0.000731
9.466812,0.000000,0.000000,0.000000,0.000005,0.000061,-0.000000,0.000324,0.001100,-0.001181,0.000528,0.000680,-0.000139
9.521219,0.000000,0.000000,0.000000,0.000004,0.000049,-0.000000,-0.000293,0.001097,-0.000552,0.000107,0.000789,0.000434
9.575626,0.000000,0.000000,0.000000,0.000003,0.000039,-0.000000,0.000501,0.001082,0.000707,0.001182,0.000243,0.000892
9.630033,0.000000,0.000000,0.000000,0.000002,0.000031,-0.000000,0.001015,0.000324,0.001590,0.001427,0.000231,0.001258
9.684440,0.000000,0.000000,0.000000,0.000002,0.000025,-0.000000,0.000809,0.000670,0.002595,0.001557,0.000271,0.001055
9.738847,0.000000,0.000000,0.000000,0.000002,0.000020,-0.000000,0.001124,0.000598,0.002015,0.001557,0.000396,0.000752
9.793254,0.000000,0.000000,0.000000,0.000001,0.000016,-0.000000,0.001432,0.000284,0.001389,0.001305,0.000412,0.000509
9.847661,0.000000,0.000000,0.000000,0.000001,0.000013,-0.000000,0.001498,0.000142,0.001017,0.001092,0.000274,0.000334
9.902067,0.000000,0.000000,0.000000,0.000001,0.000010,-0.000000,0.001727,-0.000063,0.000554,0.000880,0.000178,0.000163
9.956474,0.000000,0.000000,0.000000,0.000001,0.000008,-0.000000,0.001005,0.000129,0.000112,0.000789,0.000022,0.000057
10.010881,0.000000,0.000000,0.000000,0.000001,0.000007,-0.000000,0.000684,0.000082,-0.000343,0.000662,-0.000011,-0.000047
10.065288,0.000000,0.000000,0.000000,0.000000,0.000005,-0.000000,0.000387,0.000020,-0.000378,0.000531,-0.000009,-0.000039
10.119695,0.000000,0.000000,0.000000,0.000000,0.000004,-0.000000,0.000165,-0.000108,-0.000312,0.000425,-0.000008,-0.000031
10.174102,0.000000,0.000000,0.000000,0.000000,0.000003,-0.000000,0.000126,-0.000177,-0.000259,0.000344,-0.000008,-0.000043
10.228509,0.000000,0.000000,0.000000,0.000000,0.000003,-0.000000,0.000067,-0.000129,-0.000211,0.000241,0.000005,-0.000041
10.282916,0.000000,0.000000,0.000000,0.000000,0.000002,-0.000000,0.000062,-0.000099,-0.000137,0.000193,0.000004,-0.000033
10.337323,0.000000,0.000000,0.000000,0.000000,0.000002,-0.000000,0.000002,-0.000015,-0.000086,0.000154,0.000003,-0.000028
10.391730,0.000000,0.000000,0.000000,0.000000,0.000001,-0.000000,-0.000063,0.000074,-0.000020,0.000064,0.000098,-0.000023
10.446137,0.000000,0.000000,0.000000,0.000000,0.000001,-0.000000,-0.000643,-0.000231,-0.000019,-0.000759,-0.000350,-0.000018
10.500544,0.000000,0.000000,0.000000,0.000000,0.000001,-0.000000,-0.000765,-0.000333,-0.000019,-0.000778,-0.000423,-0.000014
10.554951,0.000000,0.000000,0.000000,0.000000,0.000001,-0.000000,-0.000831,-0.000341,0.000010,-0.000711,-0.000351,0.000011
10.609358,0.000000,0.000000,0.000000,0.000000,0.000001,-0.000000,-0.001615,-0.000351,-0.000020,-0.001701,-0.000283,-0.000040
10.663765,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.001287,-0.000373,0.000065,-0.000901,-0.000257,0.000087
